"날짜","종가","시가","고가","저가","거래량","변동 %"
"2017- 03- 13","2,117.59","2,102.37","2,122.88","2,100.91","382.13M","0.97%"
"2017- 03- 14","2,133.78","2,127.12","2,135.50","2,124.42","365.08M","0.76%"
"2017- 03- 15","2,133.00","2,128.42","2,135.38","2,127.26","374.70M","-0.04%"
"2017- 03- 16","2,150.08","2,154.98","2,156.85","2,143.01","402.42M","0.80%"
"2017- 03- 17","2,164.58","2,150.47","2,164.59","2,148.86","302.79M","0.67%"
"2017- 03- 20","2,157.01","2,160.32","2,160.57","2,151.51","264.95M","-0.35%"
"2017- 03- 21","2,178.38","2,162.95","2,181.99","2,160.25","303.94M","0.99%"
"2017- 03- 22","2,168.30","2,159.97","2,170.00","2,158.96","394.43M","-0.46%"
"2017- 03- 23","2,172.72","2,174.09","2,182.42","2,170.56","358.61M","0.20%"
"2017- 03- 24","2,168.95","2,171.36","2,179.34","2,163.34","358.67M","-0.17%"
"2017- 03- 27","2,155.66","2,161.17","2,165.25","2,153.14","395.86M","-0.61%"
"2017- 03- 28","2,163.31","2,166.58","2,169.14","2,157.71","393.97M","0.35%"
"2017- 03- 29","2,166.98","2,172.31","2,172.31","2,162.04","626.79M","0.17%"
"2017- 03- 30","2,164.64","2,170.18","2,174.16","2,159.16","643.56M","-0.11%"
"2017- 03- 31","2,160.23","2,166.62","2,166.93","2,159.80","441.64M","-0.20%"
"2017- 04- 03","2,167.51","2,166.04","2,171.33","2,161.26","398.51M","0.34%"
"2017- 04- 04","2,161.10","2,165.23","2,166.94","2,156.89","522.09M","-0.30%"
"2017- 04- 05","2,160.85","2,161.90","2,164.85","2,146.98","571.69M","-0.01%"
"2017- 04- 06","2,152.75","2,152.64","2,153.83","2,143.30","510.16M","-0.37%"
"2017- 04- 07","2,151.73","2,154.87","2,155.70","2,142.51","408.46M","-0.05%"
"2017- 04- 10","2,133.32","2,148.83","2,148.83","2,128.35","512.92M","-0.86%"
"2017- 04- 11","2,123.85","2,129.23","2,136.55","2,117.82","489.31M","-0.44%"
"2017- 04- 12","2,128.91","2,128.17","2,129.82","2,122.94","427.36M","0.24%"
"2017- 04- 13","2,148.61","2,130.64","2,148.61","2,125.87","357.58M","0.93%"
"2017- 04- 14","2,134.88","2,138.28","2,141.61","2,127.80","383.69M","-0.64%"
"2017- 04- 17","2,145.76","2,140.87","2,150.70","2,138.70","259.30M","0.51%"
"2017- 04- 18","2,148.46","2,155.36","2,155.36","2,139.31","291.40M","0.13%"
"2017- 04- 19","2,138.40","2,144.98","2,148.03","2,133.82","344.22M","-0.47%"
"2017- 04- 20","2,149.15","2,138.19","2,150.43","2,134.05","268.32M","0.50%"
"2017- 04- 21","2,165.04","2,161.24","2,169.46","2,156.64","281.54M","0.74%"
"2017- 04- 24","2,173.74","2,175.50","2,177.89","2,166.83","374.71M","0.40%"
"2017- 04- 25","2,196.85","2,175.70","2,196.85","2,174.11","275.90M","1.06%"
"2017- 04- 26","2,207.84","2,202.37","2,210.61","2,200.73","397.53M","0.50%"
"2017- 04- 27","2,209.46","2,201.72","2,211.59","2,199.76","386.11M","0.07%"
"2017- 04- 28","2,205.44","2,214.36","2,217.04","2,202.20","268.64M","-0.18%"
"2017- 05- 02","2,219.67","2,213.61","2,229.74","2,212.87","295.14M","0.65%"
"2017- 05- 04","2,241.24","2,224.91","2,241.24","2,224.91","261.92M","0.97%"
"2017- 05- 08","2,292.76","2,245.61","2,292.76","2,244.23","281.76M","2.30%"
"2017- 05- 10","2,270.12","2,294.10","2,323.22","2,264.31","422.89M","-0.99%"
"2017- 05- 11","2,296.37","2,278.47","2,297.67","2,271.66","463.46M","1.16%"
"2017- 05- 12","2,286.02","2,296.06","2,296.51","2,283.38","335.34M","-0.45%"
"2017- 05- 15","2,290.65","2,288.23","2,297.31","2,280.60","251.59M","0.20%"
